Age,Mileage,SocioEcon,RiskAversion,GoodStudent,OtherCar,AntiTheft,SeniorTrain,HomeBase,VehicleYear,MakeModel,DrivingSkill,RuggedAuto,Airbag,Antilock,CarValue,DrivQuality,DrivHist,Cushioning,Theft,Accident,MedCost,OtherCarCost,ThisCarDam,ILiCost,ThisCarCost,PropCost
Adult,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Rural,Current,Economy,Expert,Football,True,False,TenThou,Excellent,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,FamilySedan,Normal,Football,True,True,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Adventurous,False,True,False,False,Rural,Current,Economy,Normal,EggShell,True,False,TenThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,Normal,False,False,True,False,Secure,Older,Luxury,SubStandard,Football,False,False,TwentyThou,Poor,Many,Fair,False,Severe,HundredThou,HundredThou,Severe,Thousand,HundredThou,Million
Adolescent,TwentyThou,Middle,Cautious,True,False,True,False,Secure,Older,SportsCar,SubStandard,EggShell,False,False,FiveThou,Poor,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Cautious,False,True,True,False,Secure,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Poor,False,Severe,HundredThou,TenThou,Severe,Thousand,TenThou,HundredThou
Adolescent,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Poor,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,True,False,False,Suburb,Older,SportsCar,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Normal,False,False,False,False,City,Current,Economy,Normal,Football,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiveThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,Normal,Football,True,True,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,Cautious,False,True,True,False,City,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Middle,Normal,False,True,False,True,Suburb,Current,FamilySedan,Expert,EggShell,True,True,TenThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Adventurous,False,True,False,False,Suburb,Older,Economy,Normal,EggShell,False,False,FiveThou,Excellent,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,UpperMiddle,Adventurous,False,False,False,False,Suburb,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,One,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Adventurous,False,False,False,False,City,Current,FamilySedan,SubStandard,Football,True,True,TwentyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,True,True,True,City,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,True,False,Secure,Older,FamilySedan,SubStandard,Football,True,False,TenThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Secure,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Normal,Zero,Good,False,Mild,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Cautious,False,False,True,False,City,Current,SportsCar,Normal,EggShell,True,True,FiftyThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,Domino,UpperMiddle,Normal,True,True,True,False,Secure,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Normal,False,True,False,False,City,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,SportsCar,SubStandard,EggShell,False,False,Million,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,FiveThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Poor,Zero,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Adventurous,False,True,False,False,Suburb,Older,FamilySedan,Normal,Tank,False,False,TwentyThou,Normal,One,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,False,True,True,Rural,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,True,False,FiveThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Adventurous,False,True,False,False,Rural,Older,SportsCar,Normal,EggShell,False,False,FiveThou,Normal,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Cautious,False,False,True,False,Secure,Current,FamilySedan,SubStandard,Football,True,True,TwentyThou,Poor,One,Good,False,Moderate,Thousand,Thousand,Moderate,Thousand,HundredThou,HundredThou
Adult,TwentyThou,Middle,Normal,False,False,False,False,Suburb,Older,FamilySedan,Normal,Football,False,False,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,SubStandard,Football,True,False,TwentyThou,Poor,Many,Excellent,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Cautious,False,True,True,True,Suburb,Older,FamilySedan,SubStandard,Tank,False,False,TwentyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,Domino,Prole,Cautious,False,True,True,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,Domino,Middle,Cautious,False,True,True,True,Secure,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,Cautious,False,False,True,True,Secure,Current,FamilySedan,Expert,Football,True,False,TwentyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Severe,TenThou,Thousand,Severe,TenThou,TenThou,TenThou
Adult,TwentyThou,Prole,Cautious,False,True,True,False,City,Current,Economy,Normal,EggShell,True,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,Adventurous,False,False,False,False,City,Current,Economy,Normal,Football,True,False,FiveThou,Excellent,One,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Adventurous,False,False,False,False,City,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,Adventurous,False,True,False,False,Secure,Current,Luxury,SubStandard,Football,True,True,FiftyThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,UpperMiddle,Adventurous,True,True,False,False,Rural,Current,Luxury,Expert,Tank,True,True,FiftyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,UpperMiddle,Adventurous,False,True,False,False,City,Current,Luxury,SubStandard,Football,True,True,FiftyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,SportsCar,SubStandard,EggShell,False,False,TenThou,Poor,Many,Poor,False,Severe,TenThou,TenThou,Severe,Thousand,TenThou,HundredThou
Adult,FiftyThou,UpperMiddle,Normal,False,False,True,False,Secure,Current,FamilySedan,SubStandard,Football,True,True,TwentyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,Domino,UpperMiddle,Cautious,False,True,True,True,Secure,Current,Luxury,Normal,Tank,True,True,FiftyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,FamilySedan,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Poor,False,Moderate,Million,Thousand,Severe,Thousand,HundredThou,HundredThou
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,Luxury,Expert,Tank,True,True,FiftyThou,Excellent,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Suburb,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,One,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Adventurous,False,True,False,False,City,Older,SportsCar,Normal,EggShell,False,False,TenThou,Normal,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Prole,Cautious,False,False,True,False,Rural,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Cautious,False,False,True,False,Suburb,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,Normal,False,True,True,False,Secure,Older,FamilySedan,Expert,Tank,False,False,FiveThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Secure,Current,Economy,Normal,EggShell,True,False,TenThou,Normal,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Normal,False,True,True,False,Secure,Older,FamilySedan,Normal,Football,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Adventurous,False,True,False,False,Rural,Older,Economy,SubStandard,Football,False,False,FiveThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,True,True,False,Rural,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,True,False,City,Older,SportsCar,SubStandard,EggShell,True,False,TenThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Middle,Cautious,False,True,True,True,Secure,Older,SportsCar,Normal,EggShell,False,False,TwentyThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Current,SportsCar,Normal,EggShell,True,True,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Wealthy,Cautious,False,True,True,True,Secure,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,One,Poor,False,Moderate,HundredThou,TenThou,Moderate,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Middle,Normal,False,False,False,False,Secure,Current,FamilySedan,SubStandard,Football,True,True,TenThou,Poor,Many,Good,False,Moderate,Thousand,HundredThou,Moderate,Thousand,TenThou,HundredThou
Adolescent,TwentyThou,Prole,Normal,False,False,False,False,City,Current,Economy,SubStandard,Football,True,False,TwentyThou,Poor,Many,Good,False,Moderate,Thousand,Thousand,Severe,Thousand,HundredThou,HundredThou
Adolescent,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,City,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Fair,False,Mild,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Cautious,False,True,True,False,City,Current,SportsCar,SubStandard,EggShell,True,True,FiftyThou,Poor,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,Normal,False,False,False,True,Suburb,Older,Economy,Normal,Football,False,False,FiveThou,Normal,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,False,False,False,Suburb,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Normal,False,True,False,False,City,Older,FamilySedan,SubStandard,Tank,False,False,TwentyThou,Poor,Many,Excellent,False,Moderate,Thousand,TenThou,Mild,Thousand,Thousand,HundredThou
Adolescent,FiftyThou,Prole,Adventurous,False,True,False,False,Rural,Older,SportsCar,Normal,EggShell,False,False,TenThou,Normal,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,False,True,True,City,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,SportsCar,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Middle,Normal,False,True,False,False,Rural,Current,FamilySedan,Normal,Football,True,True,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,City,Current,Luxury,Normal,Tank,True,True,FiftyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Secure,Current,FamilySedan,SubStandard,Tank,True,True,TwentyThou,Poor,Many,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Normal,False,True,True,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,Domino,UpperMiddle,Adventurous,True,True,False,False,City,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Cautious,False,False,True,False,Secure,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Older,Luxury,Normal,Football,True,False,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Normal,False,True,True,False,Suburb,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Fair,False,Severe,Thousand,HundredThou,Severe,HundredThou,TenThou,HundredThou
Senior,FiftyThou,Prole,Cautious,False,True,True,True,City,Older,FamilySedan,Normal,Football,True,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,FamilySedan,SubStandard,Tank,True,False,TwentyThou,Poor,Many,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Current,Economy,Normal,EggShell,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,False,False,False,City,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Adventurous,False,False,True,False,Secure,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Poor,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,Normal,False,True,True,True,Secure,Current,Luxury,Expert,Football,True,True,FiftyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Older,Luxury,Normal,Tank,True,True,FiftyThou,Normal,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Cautious,False,False,True,False,Suburb,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,Luxury,SubStandard,Tank,True,True,FiftyThou,Poor,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,Cautious,False,False,True,True,Suburb,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,Middle,Normal,False,True,True,False,Suburb,Older,SportsCar,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,Normal,False,False,False,False,Suburb,Older,FamilySedan,Expert,Football,False,False,FiveThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,SportsCar,Normal,Football,False,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Normal,False,True,True,False,Suburb,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Adventurous,False,True,False,False,Suburb,Current,Economy,Normal,Football,True,False,FiveThou,Excellent,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Normal,True,True,True,False,Suburb,Current,FamilySedan,SubStandard,Tank,True,True,TwentyThou,Poor,Zero,Excellent,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,Cautious,False,True,True,True,Secure,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Adventurous,True,True,False,False,Suburb,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,Normal,EggShell,True,True,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,False,False,False,Rural,Older,FamilySedan,Expert,Tank,False,False,FiveThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiveThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,Economy,Normal,EggShell,True,False,TenThou,Normal,Zero,Fair,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,HundredThou
Adult,TwentyThou,Middle,Adventurous,False,True,False,False,City,Older,FamilySedan,Expert,Football,False,False,FiveThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Adventurous,False,False,False,False,Suburb,Older,SportsCar,SubStandard,EggShell,False,False,TenThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,True,False,Secure,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Moderate,Thousand,HundredThou,Moderate,Thousand,TenThou,HundredThou
Adult,TwentyThou,Middle,Normal,False,False,True,False,Secure,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiveThou,Prole,Psychopath,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,TwentyThou,Poor,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Cautious,False,True,True,False,Secure,Older,SportsCar,Normal,EggShell,False,False,TwentyThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Normal,False,False,False,False,City,Current,Economy,Normal,Football,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Poor,False,Moderate,Thousand,Thousand,Moderate,Thousand,HundredThou,HundredThou
Adult,Domino,UpperMiddle,Normal,False,True,False,False,Suburb,Current,Luxury,SubStandard,Football,True,True,FiftyThou,Poor,Many,Good,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Secure,Current,Luxury,SubStandard,Tank,True,True,FiftyThou,Poor,Many,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,FamilySedan,SubStandard,Football,False,False,TenThou,Poor,Many,Good,False,Mild,Thousand,Thousand,Moderate,Thousand,TenThou,TenThou
Senior,TwentyThou,Prole,Normal,False,True,False,False,City,Current,Economy,SubStandard,EggShell,True,False,TenThou,Poor,Zero,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Adventurous,False,False,False,False,City,Current,Economy,Normal,Football,True,False,TenThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,FamilySedan,SubStandard,Football,True,False,TenThou,Poor,Many,Excellent,False,Moderate,Thousand,Thousand,Moderate,HundredThou,TenThou,TenThou
Adult,Domino,Prole,Adventurous,False,True,False,False,City,Current,Economy,Expert,EggShell,True,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,Normal,False,True,True,False,Rural,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Football,False,False,TenThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Secure,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Moderate,Thousand,TenThou,TenThou
Adult,Domino,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,True,False,FiveThou,Poor,Many,Fair,False,Severe,TenThou,TenThou,Severe,Thousand,TenThou,TenThou
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Rural,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Poor,Many,Poor,False,Moderate,TenThou,Thousand,Severe,Thousand,HundredThou,HundredThou
